clock, x_dist, x_vel, x_accel, y_dist, y_vel, y_accel, z_dist, z_vel, z_accel, temperature, gyro_x, gyro_y, gyro_z,undef,undef,undef,undef,undef,undef,undef,undef,undef,lat,lon
99.62,1579.8458,0,0,0,0,0,2096.526191,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.63,1579.84586,0,0,0,0,0,2096.52627,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.64,1579.84592,0,0,0,0,0,2096.52635,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.65,1579.84598,0,0,0,0,0,2096.52643,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.66,1579.84604,0,0,0,0,0,2096.52651,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.67,1579.846101,0,0,0,0,0,2096.52659,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.68,1579.846161,0,0,0,0,0,2096.52667,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.69,1579.846221,0,0,0,0,0,2096.52675,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.7,1579.846281,0,0,0,0,0,2096.526829,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.71,1579.846341,0,0,0,0,0,2096.526909,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.72,1579.846401,0,0,0,0,0,2096.526989,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.73,1579.846462,0,0,0,0,0,2096.527069,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.74,1579.846522,0,0,0,0,0,2096.527149,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.75,1579.846582,0,0,0,0,0,2096.527229,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.76,1579.846642,0,0,0,0,0,2096.527309,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.77,1579.846702,0,0,0,0,0,2096.527389,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.78,1579.846763,0,0,0,0,0,2096.527468,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.79,1579.846823,0,0,0,0,0,2096.527548,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.8,1579.846883,0,0,0,0,0,2096.527628,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.81,1579.846943,0,0,0,0,0,2096.527708,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.82,1579.847003,0,0,0,0,0,2096.527788,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.83,1579.847063,0,0,0,0,0,2096.527868,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.84,1579.847124,0,0,0,0,0,2096.527948,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.85,1579.847184,0,0,0,0,0,2096.528027,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.86,1579.847244,0,0,0,0,0,2096.528107,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.87,1579.847304,0,0,0,0,0,2096.528187,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.88,1579.847364,0,0,0,0,0,2096.528267,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.89,1579.847425,0,0,0,0,0,2096.528347,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.9,1579.847485,0,0,0,0,0,2096.528427,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.91,1579.847545,0,0,0,0,0,2096.528507,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.92,1579.847605,0,0,0,0,0,2096.528586,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.93,1579.847665,0,0,0,0,0,2096.528666,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.94,1579.847725,0,0,0,0,0,2096.528746,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.95,1579.847786,0,0,0,0,0,2096.528826,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.96,1579.847846,0,0,0,0,0,2096.528906,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.97,1579.847906,0,0,0,0,0,2096.528986,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.98,1579.847966,0,0,0,0,0,2096.529066,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
99.99,1579.848026,0,0,0,0,0,2096.529146,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100,1579.848087,0,0,0,0,0,2096.529225,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.01,1579.848147,0,0,0,0,0,2096.529305,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.02,1579.848207,0,0,0,0,0,2096.529385,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.03,1579.848267,0,0,0,0,0,2096.529465,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.04,1579.848327,0,0,0,0,0,2096.529545,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.05,1579.848387,0,0,0,0,0,2096.529625,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.06,1579.848448,0,0,0,0,0,2096.529705,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.07,1579.848508,0,0,0,0,0,2096.529784,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.08,1579.848568,0,0,0,0,0,2096.529864,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.09,1579.848628,0,0,0,0,0,2096.529944,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.1,1579.848688,0,0,0,0,0,2096.530024,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.11,1579.848749,0,0,0,0,0,2096.530104,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.12,1579.848809,0,0,0,0,0,2096.530184,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.13,1579.848869,0,0,0,0,0,2096.530264,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.14,1579.848929,0,0,0,0,0,2096.530343,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.15,1579.848989,0,0,0,0,0,2096.530423,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.16,1579.849049,0,0,0,0,0,2096.530503,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.17,1579.84911,0,0,0,0,0,2096.530583,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.18,1579.84917,0,0,0,0,0,2096.530663,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.19,1579.84923,0,0,0,0,0,2096.530743,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.2,1579.84929,0,0,0,0,0,2096.530823,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.21,1579.84935,0,0,0,0,0,2096.530903,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.22,1579.849411,0,0,0,0,0,2096.530982,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.23,1579.849471,0,0,0,0,0,2096.531062,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.24,1579.849531,0,0,0,0,0,2096.531142,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.25,1579.849591,0,0,0,0,0,2096.531222,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.26,1579.849651,0,0,0,0,0,2096.531302,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.27,1579.849711,0,0,0,0,0,2096.531382,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.28,1579.849772,0,0,0,0,0,2096.531462,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.29,1579.849832,0,0,0,0,0,2096.531541,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.3,1579.849892,0,0,0,0,0,2096.531621,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.31,1579.849952,0,0,0,0,0,2096.531701,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.32,1579.850012,0,0,0,0,0,2096.531781,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.33,1579.850073,0,0,0,0,0,2096.531861,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.34,1579.850133,0,0,0,0,0,2096.531941,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.35,1579.850193,0,0,0,0,0,2096.532021,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.36,1579.850253,0,0,0,0,0,2096.5321,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.37,1579.850313,0,0,0,0,0,2096.53218,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.38,1579.850373,0,0,0,0,0,2096.53226,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.39,1579.850434,0,0,0,0,0,2096.53234,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.4,1579.850494,0,0,0,0,0,2096.53242,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.41,1579.850554,0,0,0,0,0,2096.5325,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.42,1579.850614,0,0,0,0,0,2096.53258,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.43,1579.850674,0,0,0,0,0,2096.53266,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.44,1579.850735,0,0,0,0,0,2096.532739,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.45,1579.850795,0,0,0,0,0,2096.532819,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.46,1579.850855,0,0,0,0,0,2096.532899,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.47,1579.850915,0,0,0,0,0,2096.532979,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.48,1579.850975,0,0,0,0,0,2096.533059,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.49,1579.851035,0,0,0,0,0,2096.533139,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.5,1579.851096,0,0,0,0,0,2096.533219,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.51,1579.851156,0,0,0,0,0,2096.533298,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.52,1579.851216,0,0,0,0,0,2096.533378,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.53,1579.851276,0,0,0,0,0,2096.533458,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.54,1579.851336,0,0,0,0,0,2096.533538,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.55,1579.851396,0,0,0,0,0,2096.533618,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.56,1579.851457,0,0,0,0,0,2096.533698,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.57,1579.851517,0,0,0,0,0,2096.533778,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.58,1579.851577,0,0,0,0,0,2096.533857,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.59,1579.851637,0,0,0,0,0,2096.533937,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.6,1579.851697,0,0,0,0,0,2096.534017,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.61,1579.851758,0,0,0,0,0,2096.534097,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.62,1579.851818,0,0,0,0,0,2096.534177,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.63,1579.851878,0,0,0,0,0,2096.534257,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.64,1579.851938,0,0,0,0,0,2096.534337,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.65,1579.851998,0,0,0,0,0,2096.534417,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.66,1579.852058,0,0,0,0,0,2096.534496,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.67,1579.852119,0,0,0,0,0,2096.534576,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.68,1579.852179,0,0,0,0,0,2096.534656,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.69,1579.852239,0,0,0,0,0,2096.534736,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.7,1579.852299,0,0,0,0,0,2096.534816,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.71,1579.852359,0,0,0,0,0,2096.534896,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.72,1579.85242,0,0,0,0,0,2096.534976,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.73,1579.85248,0,0,0,0,0,2096.535055,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.74,1579.85254,0,0,0,0,0,2096.535135,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.75,1579.8526,0,0,0,0,0,2096.535215,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.76,1579.85266,0,0,0,0,0,2096.535295,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.77,1579.85272,0,0,0,0,0,2096.535375,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.78,1579.852781,0,0,0,0,0,2096.535455,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.79,1579.852841,0,0,0,0,0,2096.535535,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.8,1579.852901,0,0,0,0,0,2096.535614,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.81,1579.852961,0,0,0,0,0,2096.535694,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.82,1579.853021,0,0,0,0,0,2096.535774,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.83,1579.853082,0,0,0,0,0,2096.535854,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.84,1579.853142,0,0,0,0,0,2096.535934,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.85,1579.853202,0,0,0,0,0,2096.536014,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.86,1579.853262,0,0,0,0,0,2096.536094,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.87,1579.853322,0,0,0,0,0,2096.536174,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.88,1579.853382,0,0,0,0,0,2096.536253,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.89,1579.853443,0,0,0,0,0,2096.536333,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.9,1579.853503,0,0,0,0,0,2096.536413,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.91,1579.853563,0,0,0,0,0,2096.536493,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.92,1579.853623,0,0,0,0,0,2096.536573,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.93,1579.853683,0,0,0,0,0,2096.536653,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.94,1579.853744,0,0,0,0,0,2096.536733,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.95,1579.853804,0,0,0,0,0,2096.536812,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.96,1579.853864,0,0,0,0,0,2096.536892,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.97,1579.853924,0,0,0,0,0,2096.536972,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.98,1579.853984,0,0,0,0,0,2096.537052,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
100.99,1579.854044,0,0,0,0,0,2096.537132,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101,1579.854105,0,0,0,0,0,2096.537212,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.01,1579.854165,0,0,0,0,0,2096.537292,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.02,1579.854225,0,0,0,0,0,2096.537371,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.03,1579.854285,0,0,0,0,0,2096.537451,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.04,1579.854345,0,0,0,0,0,2096.537531,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.05,1579.854406,0,0,0,0,0,2096.537611,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.06,1579.854466,0,0,0,0,0,2096.537691,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.07,1579.854526,0,0,0,0,0,2096.537771,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.08,1579.854586,0,0,0,0,0,2096.537851,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.09,1579.854646,0,0,0,0,0,2096.537931,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.1,1579.854706,0,0,0,0,0,2096.53801,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.11,1579.854767,0,0,0,0,0,2096.53809,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.12,1579.854827,0,0,0,0,0,2096.53817,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.13,1579.854887,0,0,0,0,0,2096.53825,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.14,1579.854947,0,0,0,0,0,2096.53833,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.15,1579.855007,0,0,0,0,0,2096.53841,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.16,1579.855068,0,0,0,0,0,2096.53849,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.17,1579.855128,0,0,0,0,0,2096.538569,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.18,1579.855188,0,0,0,0,0,2096.538649,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.19,1579.855248,0,0,0,0,0,2096.538729,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.2,1579.855308,0,0,0,0,0,2096.538809,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.21,1579.855368,0,0,0,0,0,2096.538889,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.22,1579.855429,0,0,0,0,0,2096.538969,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.23,1579.855489,0,0,0,0,0,2096.539049,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.24,1579.855549,0,0,0,0,0,2096.539128,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.25,1579.855609,0,0,0,0,0,2096.539208,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.26,1579.855669,0,0,0,0,0,2096.539288,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.27,1579.85573,0,0,0,0,0,2096.539368,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.28,1579.85579,0,0,0,0,0,2096.539448,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.29,1579.85585,0,0,0,0,0,2096.539528,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.3,1579.85591,0,0,0,0,0,2096.539608,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.31,1579.85597,0,0,0,0,0,2096.539688,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.32,1579.85603,0,0,0,0,0,2096.539767,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.33,1579.856091,0,0,0,0,0,2096.539847,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
101.34,1579.856151,0,0,0,0,0,2096.539927,0,0,311,0.704444,0,0.70976,0,1,0,-0.70976,0,0.704444,0,0,0,32.991313,-106.982355
