clock, x_dist, x_vel, x_accel, y_dist, y_vel, y_accel, z_dist, z_vel, z_accel, temperature, gyro_x, gyro_y, gyro_z,undef,undef,undef,undef,undef,undef,undef,undef,undef,lat,lon
20.75,74.721353,9.478587,0.601815,12744.50999,630.831075,-42.23885,99.158585,12.578509,0.798636,285.7649,-0.169791,0,0.98548,0,1,0,-0.98548,0,-0.169791,0,1278.86325,0,32.99033,-106.975357
20.76,74.816199,9.484605,0.601815,12750.81408,630.408871,-42.22041,99.28445,12.586496,0.798636,285.75302,-0.158797,0,-0.987311,0,1,0,0.987311,0,-0.158797,0,1278.912748,0,32.99033,-106.975357
20.77,74.911105,9.490623,0.601815,12757.11395,629.986851,-42.202007,99.410395,12.594482,0.798636,285.73916,0.471001,0,0.882133,0,1,0,-0.882133,0,0.471001,0,1278.962189,0,32.99033,-106.975357
20.78,75.006072,9.496641,0.601815,12763.4096,629.565014,-42.18364,99.536419,12.602468,0.798636,285.72728,-0.732672,0,-0.680582,0,1,0,0.680582,0,-0.732672,0,1279.011572,0,32.99033,-106.975358
20.79,75.101098,9.502659,0.601815,12769.70103,629.143361,-42.165309,99.662524,12.610455,0.798636,285.7154,0.914761,0,0.403997,0,1,0,-0.403997,0,0.914761,0,1279.060898,0,32.99033,-106.975358
20.8,75.196185,9.508677,0.601815,12775.98825,628.721891,-42.147014,99.788708,12.618441,0.798636,285.70352,-0.996611,0,-0.082253,0,1,0,0.082253,0,-0.996611,0,1279.110166,0,32.99033,-106.975359
20.81,75.291332,9.514696,0.601815,12782.27125,628.300603,-42.128755,99.914973,12.626427,0.798636,285.68966,0.968404,0,-0.249388,0,1,0,0.249388,0,0.968404,0,1279.159378,0,32.99033,-106.975359
20.82,75.386539,9.520714,0.601815,12788.55005,627.879498,-42.110532,100.041317,12.634414,0.798636,285.67778,-0.83244,0,0.554115,0,1,0,-0.554115,0,-0.83244,0,1279.208532,0,32.99033,-106.97536
20.83,75.481807,9.526732,0.601815,12794.82464,627.458575,-42.092345,100.167741,12.6424,0.798636,285.6659,0.603104,0,-0.797662,0,1,0,0.797662,0,0.603104,0,1279.257629,0,32.99033,-106.97536
20.84,75.577134,9.53275,0.601815,12801.09501,627.037833,-42.074194,100.294245,12.650386,0.798636,285.65204,-0.305461,0,0.952205,0,1,0,-0.952205,0,-0.305461,0,1279.306669,0,32.99033,-106.975361
20.85,75.672522,9.538768,0.601815,12807.36119,626.617272,-42.056078,100.420828,12.658373,0.798636,285.64016,-0.027394,0,-0.999625,0,1,0,0.999625,0,-0.027394,0,1279.355652,0,32.99033,-106.975361
20.86,75.76797,9.544786,0.601815,12813.62316,626.196892,-42.037999,100.547492,12.666359,0.798636,285.62828,0.35795,0,0.933741,0,1,0,-0.933741,0,0.35795,0,1279.404578,0,32.990331,-106.975361
20.87,75.863478,9.550804,0.601815,12819.88092,625.776692,-42.019954,100.674235,12.674346,0.798636,285.6164,-0.648489,0,-0.761224,0,1,0,0.761224,0,-0.648489,0,1279.453448,0,32.990331,-106.975362
20.88,75.959046,9.556823,0.601815,12826.13449,625.356673,-42.001945,100.801059,12.682332,0.798636,285.60254,0.865414,0,0.501057,0,1,0,-0.501057,0,0.865414,0,1279.502261,0,32.990331,-106.975362
20.89,76.054674,9.562841,0.601815,12832.38386,624.936833,-41.983971,100.927962,12.690318,0.798636,285.59066,-0.983195,0,-0.182561,0,1,0,0.182561,0,-0.983195,0,1279.551017,0,32.990331,-106.975363
20.9,76.150363,9.568859,0.601815,12838.62903,624.517173,-41.966033,101.054945,12.698305,0.798636,285.57878,0.987467,0,-0.157827,0,1,0,0.157827,0,0.987467,0,1279.599717,0,32.990331,-106.975363
20.91,76.246112,9.574877,0.601815,12844.87001,624.097692,-41.948129,101.182008,12.706291,0.798636,285.5669,-0.876902,0,0.480669,0,1,0,-0.480669,0,-0.876902,0,1279.648361,0,32.990331,-106.975364
20.92,76.341921,9.580895,0.601815,12851.10679,623.678389,-41.930261,101.309151,12.714277,0.798636,285.55304,0.663586,0,-0.7481,0,1,0,0.7481,0,0.663586,0,1279.696948,0,32.990331,-106.975364
20.93,76.43779,9.586913,0.601815,12857.33938,623.259265,-41.912427,101.436373,12.722264,0.798636,285.54116,-0.371829,0,0.928301,0,1,0,-0.928301,0,-0.371829,0,1279.745479,0,32.990331,-106.975365
20.94,76.533719,9.592931,0.601815,12863.56779,622.840318,-41.894628,101.563676,12.73025,0.798636,285.52928,0.035501,0,-0.99937,0,1,0,0.99937,0,0.035501,0,1279.793954,0,32.990331,-106.975365
20.95,76.629709,9.59895,0.601815,12869.792,622.42155,-41.876865,101.691058,12.738236,0.798636,285.5174,0.305826,0,0.952087,0,1,0,-0.952087,0,0.305826,0,1279.842373,0,32.990331,-106.975365
20.96,76.725758,9.604968,0.601815,12876.01203,622.002958,-41.859135,101.81852,12.746223,0.798636,285.50354,-0.611508,0,-0.791238,0,1,0,0.791238,0,-0.611508,0,1279.890736,0,32.990331,-106.975366
20.97,76.821868,9.610986,0.601815,12882.22788,621.584544,-41.84144,101.946063,12.754209,0.798636,285.49166,0.84468,0,0.535272,0,1,0,-0.535272,0,0.84468,0,1279.939043,0,32.990331,-106.975366
20.98,76.918038,9.617004,0.601815,12888.43954,621.166306,-41.82378,102.073684,12.762195,0.798636,285.47978,-0.976766,0,-0.21431,0,1,0,0.21431,0,-0.976766,0,1279.987294,0,32.990331,-106.975367
20.99,77.014268,9.623022,0.601815,12894.64702,620.748245,-41.806154,102.201386,12.770182,0.798636,285.4679,0.991075,0,-0.133302,0,1,0,0.133302,0,0.991075,0,1280.03549,0,32.990331,-106.975367
21,77.110559,9.62904,0.601815,12900.85033,620.330359,-41.788563,102.329168,12.778168,0.798636,285.45602,-0.885036,0,0.465523,0,1,0,-0.465523,0,-0.885036,0,1280.08363,0,32.990331,-106.975368
21.01,77.206909,9.635059,0.601815,12907.04945,619.912649,-41.771005,102.45703,12.786155,0.798636,285.44216,0.67074,0,-0.741692,0,1,0,0.741692,0,0.67074,0,1280.131715,0,32.990331,-106.975368
21.02,77.30332,9.641077,0.601815,12913.2444,619.495114,-41.753482,102.584971,12.794141,0.798636,285.43028,-0.373708,0,0.927546,0,1,0,-0.927546,0,-0.373708,0,1280.179744,0,32.990332,-106.975369
21.03,77.399791,9.647095,0.601815,12919.43518,619.077754,-41.735993,102.712992,12.802127,0.798636,285.4184,0.029959,0,-0.999551,0,1,0,0.999551,0,0.029959,0,1280.227717,0,32.990332,-106.975369
21.04,77.496322,9.653113,0.601815,12925.62179,618.660569,-41.718537,102.841093,12.810114,0.798636,285.40652,0.318279,0,0.947997,0,1,0,-0.947997,0,0.318279,0,1280.275636,0,32.990332,-106.975369
21.05,77.592914,9.659131,0.601815,12931.80422,618.243558,-41.701116,102.969274,12.8181,0.798636,285.39464,-0.627723,0,-0.778436,0,1,0,0.778436,0,-0.627723,0,1280.323499,0,32.990332,-106.97537
21.06,77.689565,9.665149,0.601815,12937.98249,617.82672,-41.683728,103.097535,12.826086,0.798636,285.38276,0.859439,0,0.511238,0,1,0,-0.511238,0,0.859439,0,1280.371307,0,32.990332,-106.97537
21.07,77.786277,9.671167,0.601815,12944.15659,617.410057,-41.666374,103.225876,12.834073,0.798636,285.3689,-0.9838,0,-0.179271,0,1,0,0.179271,0,-0.9838,0,1280.41906,0,32.990332,-106.975371
21.08,77.883049,9.677186,0.601815,12950.32653,616.993566,-41.649053,103.354297,12.842059,0.798636,285.35702,0.984382,0,-0.176045,0,1,0,0.176045,0,0.984382,0,1280.466758,0,32.990332,-106.975371
21.09,77.979881,9.683204,0.601815,12956.4923,616.577248,-41.631766,103.482797,12.850045,0.798636,285.34514,-0.860263,0,0.509851,0,1,0,-0.509851,0,-0.860263,0,1280.514401,0,32.990332,-106.975372
21.1,78.076773,9.689222,0.601815,12962.65391,616.161103,-41.614513,103.611377,12.858032,0.798636,285.33326,0.626388,0,-0.779511,0,1,0,0.779511,0,0.626388,0,1280.561989,0,32.990332,-106.975372
21.11,78.173725,9.69524,0.601815,12968.81136,615.74513,-41.597292,103.740037,12.866018,0.798636,285.32138,-0.311914,0,0.95011,0,1,0,-0.95011,0,-0.311914,0,1280.609522,0,32.990332,-106.975373
21.12,78.270738,9.701258,0.601815,12974.96465,615.329329,-41.580105,103.868777,12.874004,0.798636,285.3095,-0.043312,0,-0.999062,0,1,0,0.999062,0,-0.043312,0,1280.657001,0,32.990332,-106.975373
21.13,78.367811,9.707276,0.601815,12981.11379,614.9137,-41.562951,103.997597,12.881991,0.798636,285.29564,0.39373,0,0.919226,0,1,0,-0.919226,0,0.39373,0,1280.704426,0,32.990332,-106.975374
21.14,78.464944,9.713294,0.601815,12987.25877,614.498242,-41.545831,104.126497,12.889977,0.798636,285.28376,-0.693887,0,-0.720084,0,1,0,0.720084,0,-0.693887,0,1280.751796,0,32.990332,-106.975374
21.15,78.562137,9.719313,0.601815,12993.3996,614.082954,-41.528743,104.255477,12.897963,0.798636,285.27188,0.904364,0,0.426763,0,1,0,-0.426763,0,0.904364,0,1280.799111,0,32.990332,-106.975374
21.16,78.65939,9.725331,0.601815,12999.53628,613.667837,-41.511688,104.384536,12.90595,0.798636,285.26,-0.997031,0,-0.076996,0,1,0,0.076996,0,-0.997031,0,1280.846372,0,32.990332,-106.975375
21.17,78.756703,9.731349,0.601815,13005.66881,613.252891,-41.494666,104.513676,12.913936,0.798636,285.24812,0.95893,0,-0.283642,0,1,0,0.283642,0,0.95893,0,1280.893579,0,32.990332,-106.975375
21.18,78.854077,9.737367,0.601815,13011.79719,612.838114,-41.477676,104.642895,12.921923,0.798636,285.23624,-0.79422,0,0.607631,0,1,0,-0.607631,0,-0.79422,0,1280.940732,0,32.990333,-106.975376
21.19,78.951511,9.743385,0.601815,13017.92143,612.423507,-41.460719,104.772194,12.929909,0.798636,285.22436,0.523893,0,-0.851784,0,1,0,0.851784,0,0.523893,0,1280.987831,0,32.990333,-106.975376
21.2,79.049005,9.749403,0.601815,13024.04152,612.009069,-41.443795,104.901573,12.937895,0.798636,285.2105,-0.183246,0,0.983067,0,1,0,-0.983067,0,-0.183246,0,1281.034875,0,32.990333,-106.975377
21.21,79.146559,9.755422,0.601815,13030.15746,611.5948,-41.426903,105.031032,12.945882,0.798636,285.19862,-0.18263,0,-0.983182,0,1,0,0.983182,0,-0.18263,0,1281.081866,0,32.990333,-106.975377
21.22,79.244174,9.76144,0.601815,13036.26927,611.180699,-41.410044,105.16057,12.953868,0.798636,285.18674,0.524755,0,0.851253,0,1,0,-0.851253,0,0.524755,0,1281.128803,0,32.990333,-106.975378
21.23,79.341848,9.767458,0.601815,13042.37694,610.766767,-41.393217,105.290189,12.961854,0.798636,285.17486,-0.796819,0,-0.604217,0,1,0,0.604217,0,-0.796819,0,1281.175686,0,32.990333,-106.975378
21.24,79.439583,9.773476,0.601815,13048.48047,610.353003,-41.376422,105.419887,12.969841,0.798636,285.16298,0.961502,0,0.274799,0,1,0,-0.274799,0,0.961502,0,1281.222515,0,32.990333,-106.975379
21.25,79.537378,9.779494,0.601815,13054.57986,609.939406,-41.359659,105.549666,12.977827,0.798636,285.1511,-0.995694,0,0.092705,0,1,0,-0.092705,0,-0.995694,0,1281.269291,0,32.990333,-106.975379
21.26,79.635233,9.785512,0.601815,13060.67512,609.525977,-41.342929,105.679524,12.985813,0.798636,285.13922,0.893878,0,-0.448309,0,1,0,0.448309,0,0.893878,0,1281.316013,0,32.990333,-106.975379
21.27,79.733148,9.79153,0.601815,13066.76625,609.112715,-41.32623,105.809462,12.9938,0.798636,285.12734,-0.669157,0,0.743121,0,1,0,-0.743121,0,-0.669157,0,1281.362682,0,32.990333,-106.97538
21.28,79.831124,9.797549,0.601815,13072.85325,608.699619,-41.309563,105.93948,13.001786,0.798636,285.11546,0.351723,0,-0.936104,0,1,0,0.936104,0,0.351723,0,1281.409298,0,32.990333,-106.97538
21.29,79.929159,9.803567,0.601815,13078.93611,608.28669,-41.292928,106.069577,13.009772,0.798636,285.10358,0.015063,0,0.999887,0,1,0,-0.999887,0,0.015063,0,1281.45586,0,32.990333,-106.975381
21.3,80.027255,9.809585,0.601815,13085.01485,607.873926,-41.276325,106.199755,13.017759,0.798636,285.08972,-0.380513,0,-0.924776,0,1,0,0.924776,0,-0.380513,0,1281.502369,0,32.990333,-106.975381
21.31,80.125411,9.815603,0.601815,13091.08947,607.461329,-41.259753,106.330012,13.025745,0.798636,285.07784,0.693582,0,0.720378,0,1,0,-0.720378,0,0.693582,0,1281.548824,0,32.990333,-106.975382
21.32,80.223628,9.821621,0.601815,13097.15995,607.048897,-41.243213,106.46035,13.033732,0.798636,285.06596,-0.91003,0,-0.414542,0,1,0,0.414542,0,-0.91003,0,1281.595227,0,32.990333,-106.975382
21.33,80.321904,9.827639,0.601815,13103.22632,606.63663,-41.226705,106.590767,13.041718,0.798636,285.05408,0.998764,0,0.049702,0,1,0,-0.049702,0,0.998764,0,1281.641577,0,32.990334,-106.975383
21.34,80.420241,9.833657,0.601815,13109.28857,606.224528,-41.210227,106.721264,13.049704,0.798636,285.0422,-0.94643,0,0.322909,0,1,0,-0.322909,0,-0.94643,0,1281.687873,0,32.990334,-106.975383
21.35,80.518637,9.839676,0.601815,13115.34669,605.81259,-41.193782,106.851841,13.057691,0.798636,285.03032,0.759577,0,-0.650417,0,1,0,0.650417,0,0.759577,0,1281.734117,0,32.990334,-106.975384
21.36,80.617094,9.845694,0.601815,13121.4007,605.400816,-41.177367,106.982498,13.065677,0.798636,285.01844,-0.464017,0,0.885826,0,1,0,-0.885826,0,-0.464017,0,1281.780308,0,32.990334,-106.975384
21.37,80.715611,9.851712,0.601815,13127.45059,604.989206,-41.160984,107.113234,13.073663,0.798636,285.00656,0.101407,0,-0.994845,0,1,0,0.994845,0,0.101407,0,1281.826447,0,32.990334,-106.975384
21.38,80.814189,9.85773,0.601815,13133.49637,604.57776,-41.144631,107.244051,13.08165,0.798636,284.99468,0.276516,0,0.961009,0,1,0,-0.961009,0,0.276516,0,1281.872533,0,32.990334,-106.975385
21.39,80.912826,9.863748,0.601815,13139.53803,604.166477,-41.12831,107.374947,13.089636,0.798636,284.9828,-0.615262,0,-0.788323,0,1,0,0.788323,0,-0.615262,0,1281.918566,0,32.990334,-106.975385
21.4,81.011524,9.869766,0.601815,13145.57559,603.755357,-41.11202,107.505923,13.097622,0.798636,284.97092,0.865462,0,0.500975,0,1,0,-0.500975,0,0.865462,0,1281.964547,0,32.990334,-106.975386
21.41,81.110282,9.875785,0.601815,13151.60903,603.344399,-41.09576,107.636979,13.105609,0.798636,284.95904,-0.990136,0,-0.140107,0,1,0,0.140107,0,-0.990136,0,1282.010475,0,32.990334,-106.975386
21.42,81.2091,9.881803,0.601815,13157.63837,602.933604,-41.079532,107.768115,13.113595,0.798636,284.94716,0.970286,0,-0.241961,0,1,0,0.241961,0,0.970286,0,1282.056351,0,32.990334,-106.975387
21.43,81.307978,9.887821,0.601815,13163.6636,602.52297,-41.063334,107.899331,13.121581,0.798636,284.93528,-0.807944,0,0.589259,0,1,0,-0.589259,0,-0.807944,0,1282.102175,0,32.990334,-106.975387
21.44,81.406916,9.893839,0.601815,13169.68472,602.112499,-41.047166,108.030627,13.129568,0.798636,284.9234,0.526178,0,-0.850374,0,1,0,0.850374,0,0.526178,0,1282.147947,0,32.990334,-106.975388
21.45,81.505915,9.899857,0.601815,13175.70175,601.702188,-41.031029,108.162002,13.137554,0.798636,284.91152,-0.165976,0,0.98613,0,1,0,-0.98613,0,-0.165976,0,1282.193666,0,32.990334,-106.975388
21.46,81.604974,9.905875,0.601815,13181.71467,601.292039,-41.014923,108.293458,13.145541,0.798636,284.89964,-0.219598,0,-0.97559,0,1,0,0.97559,0,-0.219598,0,1282.239334,0,32.990334,-106.975389
21.47,81.704093,9.911893,0.601815,13187.72349,600.882051,-40.998847,108.424993,13.153527,0.798636,284.88776,0.573153,0,0.819449,0,1,0,-0.819449,0,0.573153,0,1282.284949,0,32.990334,-106.975389
21.48,81.803272,9.917912,0.601815,13193.72821,600.472223,-40.982802,108.556608,13.161513,0.798636,284.87588,-0.841519,0,-0.540228,0,1,0,0.540228,0,-0.841519,0,1282.330513,0,32.990334,-106.975389
21.49,81.902511,9.92393,0.601815,13199.72883,600.062555,-40.966786,108.688303,13.1695,0.798636,284.864,0.983813,0,0.179199,0,1,0,-0.179199,0,0.983813,0,1282.376025,0,32.990335,-106.97539
21.5,82.00181,9.929948,0.601815,13205.72536,599.653047,-40.950801,108.820078,13.177486,0.798636,284.85212,-0.977789,0,0.209591,0,1,0,-0.209591,0,-0.977789,0,1282.421485,0,32.990335,-106.97539
21.51,82.10117,9.935966,0.601815,13211.7178,599.243698,-40.934846,108.951933,13.185472,0.798636,284.84024,0.82348,0,-0.567345,0,1,0,0.567345,0,0.82348,0,1282.466894,0,32.990335,-106.975391
21.52,82.20059,9.941984,0.601815,13217.70615,598.834509,-40.918921,109.083867,13.193459,0.798636,284.82836,-0.543504,0,0.839407,0,1,0,-0.839407,0,-0.543504,0,1282.512251,0,32.990335,-106.975391
21.53,82.30007,9.948002,0.601815,13223.6904,598.425479,-40.903026,109.215882,13.201445,0.798636,284.81648,0.179917,0,-0.983682,0,1,0,0.983682,0,0.179917,0,1282.557556,0,32.990335,-106.975392
21.54,82.39961,9.95402,0.601815,13229.67057,598.016607,-40.88716,109.347976,13.209431,0.798636,284.8046,0.211971,0,0.977276,0,1,0,-0.977276,0,0.211971,0,1282.60281,0,32.990335,-106.975392
21.55,82.499211,9.960039,0.601815,13235.64665,597.607894,-40.871325,109.48015,13.217418,0.798636,284.79272,-0.571944,0,-0.820293,0,1,0,0.820293,0,-0.571944,0,1282.648013,0,32.990335,-106.975393
21.56,82.598871,9.966057,0.601815,13241.61864,597.199339,-40.855519,109.612404,13.225404,0.798636,284.78084,0.844132,0,0.536135,0,1,0,-0.536135,0,0.844132,0,1282.693164,0,32.990335,-106.975393
21.57,82.698592,9.972075,0.601815,13247.58655,596.790941,-40.839743,109.744738,13.23339,0.798636,284.76896,-0.985754,0,-0.168191,0,1,0,0.168191,0,-0.985754,0,1282.738265,0,32.990335,-106.975394
21.58,82.798373,9.978093,0.601815,13253.55038,596.382701,-40.823996,109.877152,13.241377,0.798636,284.75708,0.973973,0,-0.226662,0,1,0,0.226662,0,0.973973,0,1282.783314,0,32.990335,-106.975394
21.59,82.898214,9.984111,0.601815,13259.51012,595.974619,-40.808279,110.009646,13.249363,0.798636,284.7452,-0.809745,0,0.586781,0,1,0,-0.586781,0,-0.809745,0,1282.828312,0,32.990335,-106.975395
21.6,82.998115,9.990129,0.601815,13265.46579,595.566693,-40.792592,110.142219,13.257349,0.798636,284.73332,0.517994,0,-0.855384,0,1,0,0.855384,0,0.517994,0,1282.873259,0,32.990335,-106.975395
21.61,83.098077,9.996148,0.601815,13271.41738,595.158923,-40.776933,110.274873,13.265336,0.798636,284.72144,-0.144005,0,0.989577,0,1,0,-0.989577,0,-0.144005,0,1282.918155,0,32.990335,-106.975396
21.62,83.198098,10.002166,0.601815,13277.36489,594.75131,-40.761304,110.407606,13.273322,0.798636,284.70956,-0.253477,0,-0.967341,0,1,0,0.967341,0,-0.253477,0,1282.963,0,32.990335,-106.975396
21.63,83.29818,10.008184,0.601815,13283.30833,594.343853,-40.745704,110.540419,13.281309,0.798636,284.69768,0.611405,0,0.791318,0,1,0,-0.791318,0,0.611405,0,1283.007794,0,32.990335,-106.975396
21.64,83.398322,10.014202,0.601815,13289.2477,593.936552,-40.730134,110.673312,13.289295,0.798636,284.6858,-0.872442,0,-0.488717,0,1,0,0.488717,0,-0.872442,0,1283.052538,0,32.990336,-106.975397
21.65,83.498524,10.02022,0.601815,13295.18299,593.529406,-40.714592,110.806285,13.297281,0.798636,284.67392,0.994228,0,0.107289,0,1,0,-0.107289,0,0.994228,0,1283.097231,0,32.990336,-106.975397
21.66,83.598787,10.026238,0.601815,13301.11421,593.122415,-40.69908,110.939337,13.305268,0.798636,284.66204,-0.956393,0,0.292084,0,1,0,-0.292084,0,-0.956393,0,1283.141873,0,32.990336,-106.975398
21.67,83.699109,10.032256,0.601815,13307.04137,592.715579,-40.683596,111.07247,13.313254,0.798636,284.65016,0.764142,0,-0.645048,0,1,0,0.645048,0,0.764142,0,1283.186465,0,32.990336,-106.975398
21.68,83.799492,10.038275,0.601815,13312.96446,592.308898,-40.668141,111.205682,13.32124,0.798636,284.64026,-0.447755,0,0.894156,0,1,0,-0.894156,0,-0.447755,0,1283.231007,0,32.990336,-106.975399
21.69,83.899935,10.044293,0.601815,13318.88348,591.902371,-40.652715,111.338974,13.329227,0.798636,284.62838,0.057987,0,-0.998317,0,1,0,0.998317,0,0.057987,0,1283.275498,0,32.990336,-106.975399
21.7,84.000438,10.050311,0.601815,13324.79844,591.495998,-40.637318,111.472347,13.337213,0.798636,284.6165,0.341949,0,0.939718,0,1,0,-0.939718,0,0.341949,0,1283.319939,0,32.990336,-106.9754
21.71,84.101001,10.056329,0.601815,13330.70934,591.089778,-40.621949,111.605799,13.345199,0.798636,284.60462,-0.68658,0,-0.727054,0,1,0,0.727054,0,-0.68658,0,1283.364329,0,32.990336,-106.9754
21.72,84.201625,10.062347,0.601815,13336.61618,590.683712,-40.606609,111.73933,13.353186,0.798636,284.59274,0.91892,0,0.394444,0,1,0,-0.394444,0,0.91892,0,1283.40867,0,32.990336,-106.975401
21.73,84.302309,10.068365,0.601815,13342.51896,590.277799,-40.591297,111.872942,13.361172,0.798636,284.58086,-0.999993,0,0.003868,0,1,0,-0.003868,0,-0.999993,0,1283.45296,0,32.990336,-106.975401
21.74,84.403052,10.074383,0.601815,13348.41768,589.872039,-40.576014,112.006634,13.369158,0.798636,284.56898,0.91553,0,-0.402249,0,1,0,0.402249,0,0.91553,0,1283.4972,0,32.990336,-106.975402
21.75,84.503856,10.080402,0.601815,13354.31234,589.466431,-40.560759,112.140405,13.377145,0.798636,284.5571,-0.67867,0,0.734444,0,1,0,-0.734444,0,-0.67867,0,1283.541391,0,32.990336,-106.975402
21.76,84.604721,10.08642,0.601815,13360.20295,589.060976,-40.545532,112.274257,13.385131,0.798636,284.54522,0.328112,0,-0.944639,0,1,0,0.944639,0,0.328112,0,1283.585531,0,32.990336,-106.975403
21.77,84.705645,10.092438,0.601815,13366.08951,588.655673,-40.530334,112.408188,13.393118,0.798636,284.53334,0.078031,0,0.996951,0,1,0,-0.996951,0,0.078031,0,1283.629622,0,32.990336,-106.975403
21.78,84.80663,10.098456,0.601815,13371.97201,588.250521,-40.515164,112.542199,13.401104,0.798636,284.52344,-0.471767,0,-0.881723,0,1,0,0.881723,0,-0.471767,0,1283.673663,0,32.990336,-106.975403
21.79,84.907674,10.104474,0.601815,13377.85047,587.845521,-40.500021,112.67629,13.40909,0.798636,284.51156,0.786576,0,0.617493,0,1,0,-0.617493,0,0.786576,0,1283.717654,0,32.990337,-106.975404
21.8,85.008779,10.110492,0.601815,13383.72487,587.440672,-40.484907,112.81046,13.417077,0.798636,284.49968,-0.968706,0,-0.248212,0,1,0,0.248212,0,-0.968706,0,1283.761596,0,32.990337,-106.975404
21.81,85.109944,10.116511,0.601815,13389.59523,587.035973,-40.469821,112.944711,13.425063,0.798636,284.4878,0.986476,0,-0.163907,0,1,0,0.163907,0,0.986476,0,1283.805488,0,32.990337,-106.975405
21.82,85.21117,10.122529,0.601815,13395.46155,586.631426,-40.454763,113.079042,13.433049,0.798636,284.47592,-0.835969,0,0.548776,0,1,0,-0.548776,0,-0.835969,0,1283.849331,0,32.990337,-106.975405
21.83,85.312455,10.128547,0.601815,13401.32382,586.227029,-40.439732,113.213452,13.441036,0.798636,284.46404,0.542057,0,-0.840342,0,1,0,0.840342,0,0.542057,0,1283.893124,0,32.990337,-106.975406
21.84,85.413801,10.134565,0.601815,13407.18205,585.822781,-40.424729,113.347942,13.449022,0.798636,284.45216,-0.154485,0,0.987995,0,1,0,-0.987995,0,-0.154485,0,1283.936868,0,32.990337,-106.975406
21.85,85.515207,10.140583,0.601815,13413.03623,585.418684,-40.409754,113.482512,13.457008,0.798636,284.44028,-0.260398,0,-0.965501,0,1,0,0.965501,0,-0.260398,0,1283.980563,0,32.990337,-106.975407
21.86,85.616673,10.146601,0.601815,13418.88638,585.014736,-40.394807,113.617162,13.464995,0.798636,284.43038,0.630918,0,0.77585,0,1,0,-0.77585,0,0.630918,0,1284.024208,0,32.990337,-106.975407
21.87,85.718199,10.152619,0.601815,13424.73249,584.610937,-40.379887,113.751892,13.472981,0.798636,284.4185,-0.892473,0,-0.451101,0,1,0,0.451101,0,-0.892473,0,1284.067805,0,32.990337,-106.975408
21.88,85.819785,10.158638,0.601815,13430.57456,584.207287,-40.364994,113.886702,13.480967,0.798636,284.40662,0.998887,0,0.047158,0,1,0,-0.047158,0,0.998887,0,1284.111352,0,32.990337,-106.975408
21.89,85.921432,10.164656,0.601815,13436.4126,583.803786,-40.350129,114.021591,13.488954,0.798636,284.39474,-0.930725,0,0.365719,0,1,0,-0.365719,0,-0.930725,0,1284.15485,0,32.990337,-106.975409
21.9,86.023138,10.170674,0.601815,13442.2466,583.400433,-40.335291,114.156561,13.49694,0.798636,284.38286,0.699038,0,-0.715085,0,1,0,0.715085,0,0.699038,0,1284.1983,0,32.990337,-106.975409
21.91,86.124905,10.176692,0.601815,13448.07658,582.997228,-40.320481,114.29161,13.504926,0.798636,284.37098,-0.343793,0,0.939045,0,1,0,-0.939045,0,-0.343793,0,1284.2417,0,32.990337,-106.97541
21.92,86.226732,10.18271,0.601815,13453.90252,582.594171,-40.305697,114.426739,13.512913,0.798636,284.36108,-0.072836,0,-0.997344,0,1,0,0.997344,0,-0.072836,0,1284.285052,0,32.990337,-106.97541
21.93,86.32862,10.188728,0.601815,13459.72443,582.191261,-40.290941,114.561948,13.520899,0.798636,284.3492,0.47724,0,0.878773,0,1,0,-0.878773,0,0.47724,0,1284.328355,0,32.990337,-106.975411
21.94,86.430567,10.194746,0.601815,13465.54232,581.788499,-40.276212,114.697237,13.528886,0.798636,284.33732,-0.79734,0,-0.60353,0,1,0,0.60353,0,-0.79734,0,1284.371609,0,32.990338,-106.975411
21.95,86.532575,10.200765,0.601815,13471.35617,581.385884,-40.26151,114.832606,13.536872,0.798636,284.32544,0.975503,0,0.219988,0,1,0,-0.219988,0,0.975503,0,1284.414815,0,32.990338,-106.975411
21.96,86.634643,10.206783,0.601815,13477.16601,580.983416,-40.246835,114.968054,13.544858,0.798636,284.31356,-0.979047,0,0.203636,0,1,0,-0.203636,0,-0.979047,0,1284.457972,0,32.990338,-106.975412
21.97,86.736771,10.212801,0.601815,13482.97182,580.581094,-40.232187,115.103583,13.552845,0.798636,284.30366,0.806437,0,-0.59132,0,1,0,0.59132,0,0.806437,0,1284.501081,0,32.990338,-106.975412
21.98,86.838959,10.218819,0.601815,13488.77361,580.178918,-40.217565,115.239191,13.560831,0.798636,284.29178,-0.487938,0,0.872878,0,1,0,-0.872878,0,-0.487938,0,1284.544141,0,32.990338,-106.975413
21.99,86.941207,10.224837,0.601815,13494.57138,579.776889,-40.20297,115.374879,13.568817,0.798636,284.2799,0.080512,0,-0.996754,0,1,0,0.996754,0,0.080512,0,1284.587153,0,32.990338,-106.975413
22,87.043516,10.230855,0.601815,13500.36513,579.375005,-40.188402,115.510647,13.576804,0.798636,284.26802,0.342219,0,0.93962,0,1,0,-0.93962,0,0.342219,0,1284.630117,0,32.990338,-106.975414
22.01,87.145885,10.236874,0.601815,13506.15486,578.973266,-40.173861,115.646495,13.58479,0.798636,284.25614,-0.703211,0,-0.710981,0,1,0,0.710981,0,-0.703211,0,1284.673033,0,32.990338,-106.975414
